_ID, TimeSt,Country,Province,City,Latitude,Longitude,Closest POI,Distance(Km)
4516516,2017-06-21 00:00:00.143,CA,ON,Waterloo,43.49347,-80.49123,POI1 or POI2,1381.9221852654102
4516547,2017-06-21 18:00:00.193,CA,ON,London,42.9399,-81.2709,POI1 or POI2,1458.9191191890732
4516550,2017-06-21 15:00:00.287,CA,ON,Guelph,43.5776,-80.2201,POI1 or POI2,1358.479660116367
4516600,2017-06-21 15:00:00.307,CA,ON,Stratford,43.3716,-80.9773,POI1 or POI2,1423.2716752496337
4516693,2017-06-21 14:00:00.597,CA,ON,Kitchener,43.4381,-80.5099,POI1 or POI2,1384.8820625692276
4516771,2017-06-21 10:00:00.873,CA,ON,Sarnia,42.961,-82.373,POI1 or POI2,1544.4026378876767
4516831,2017-06-21 12:00:00.950,CA,ON,London,43.0091,-81.1765,POI1 or POI2,1449.4135326238948
4516953,2017-06-21 16:00:01.700,CA,ON,Kitchener,43.4278,-80.5135,POI1 or POI2,1385.4453382360343
4517044,2017-06-21 21:00:00.327,CA,ON,Windsor,42.2825,-83.0372,POI1 or POI2,1618.5696991154605
4517081,2017-06-21 22:00:00.753,CA,ON,Windsor,42.24397,-82.98058,POI1 or POI2,1615.5097459847768
4517175,2017-06-21 19:00:01.087,CA,ON,Saint Thomas,42.7792,-81.1927,POI1 or POI2,1457.9032708120687
4517220,2017-06-21 18:00:01.213,CA,ON,Waterloo,43.4634,-80.5201,POI1 or POI2,1384.9916737630215
4517250,2017-06-21 03:00:01.393,CA,ON,Chatham,42.4247,-82.1755,POI1 or POI2,1546.4142054208562
4517303,2017-06-21 03:00:00.287,CA,ON,Windsor,42.2957,-82.9599,POI1 or POI2,1612.0768242453084
4517326,2017-06-21 04:00:00.367,CA,ON,Guelph,43.5425,-80.2676,POI1 or POI2,1363.1203969828143
4517420,2017-06-21 08:00:00.427,CA,ON,Guelph,43.5215,-80.2338,POI1 or POI2,1361.0345789511132
4517466,2017-06-21 03:00:01.157,CA,ON,Waterloo,43.4678,-80.584,POI1 or POI2,1389.8710226568458
4517538,2017-06-21 21:00:01.427,CA,ON,Kitchener,43.4453,-80.4905,POI1 or POI2,1383.1682535302143
4517697,2017-06-21 12:00:01.790,CA,ON,Windsor,42.3262,-82.9084,POI1 or POI2,1606.9940652055323
4517720,2017-06-21 22:00:01.843,CA,ON,Kitchener,43.4397,-80.434,POI1 or POI2,1378.9019076324607
4517809,2017-06-21 17:00:00.030,CA,ON,London,43.0346,-81.2554,POI1 or POI2,1454.8025499148403
4517811,2017-06-21 12:00:00.150,CA,ON,Cambridge,43.4194,-80.3255,POI1 or POI2,1370.9727473176918
4517999,2017-06-21 12:00:00.643,CA,ON,Kitchener,43.4553,-80.4845,POI1 or POI2,1382.4268279914438
4518000,2017-06-21 08:00:00.663,CA,ON,Kitchener,43.4676,-80.4847,POI1 or POI2,1382.1088889545463
4518130,2017-06-21 00:00:01.333,CA,ON,London,43.0004,-81.2343,POI1 or POI2,1454.1954158450703
4518264,2017-06-21 04:00:01.453,CA,ON,Cambridge,43.3842,-80.2968,POI1 or POI2,1369.701999538216
4518395,2017-06-21 08:00:02.080,CA,ON,Windsor,42.2908,-82.987,POI1 or POI2,1614.3625431878727
4518430,2017-06-21 09:00:02.550,CA,ON,Brantford,43.1772,-80.248,POI1 or POI2,1371.8231727932307
4518512,2017-06-21 01:00:02.797,CA,ON,London,42.9611,-81.2431,POI1 or POI2,1456.0910196886107
4518952,2017-06-21 06:00:00.217,CA,ON,Kitchener,43.4193,-80.3826,POI1 or POI2,1375.4409641955424
4519004,2017-06-21 07:00:00.747,CA,ON,Tillsonburg,42.86185,-80.72991,POI1 or POI2,1419.1366123483638
4519038,2017-06-21 07:00:00.803,CA,ON,Windsor,42.2287,-83.0182,POI1 or POI2,1618.9841822510125
4519209,2017-06-21 00:00:01.257,CA,ON,Hanover,44.1517,-81.0266,POI1 or POI2,1407.953692450219
4519287,2017-06-21 10:00:01.360,CA,ON,Kitchener,43.3904,-80.4317,POI1 or POI2,1380.0785796095054
4519555,2017-06-21 22:00:03.890,CA,ON,Waterloo,43.4663,-80.5402,POI1 or POI2,1386.485401250694
4519633,2017-06-21 10:00:04.303,CA,ON,London,42.9699,-81.2081,POI1 or POI2,1453.0852872230264
4519710,2017-06-21 01:00:04.413,CA,ON,Kitchener,43.2994,-80.4496,POI1 or POI2,1384.0346064041535
4519766,2017-06-21 10:00:02.067,CA,ON,Windsor,42.2545,-82.9809,POI1 or POI2,1615.1628472679668
4520085,2017-06-21 17:00:02.433,CA,ON,Windsor,42.2654,-83.0261,POI1 or POI2,1618.3044510258665
4520446,2017-06-21 12:00:04.447,CA,ON,London,43.0061,-81.2962,POI1 or POI2,1458.857750726971
4520587,2017-06-21 01:00:04.767,CA,ON,Chatham,42.3778,-82.1897,POI1 or POI2,1549.145356962066
4520751,2017-06-21 20:00:05.027,CA,ON,London,42.993,-81.169,POI1 or POI2,1449.3203546391858
4520821,2017-06-21 07:00:05.127,CA,ON,Sarnia,42.96866,-82.40455,POI1 or POI2,1546.6357871319788
4521184,2017-06-21 02:00:06.133,CA,ON,London,42.9923,-81.2531,POI1 or POI2,1455.912280821778
4521353,2017-06-21 13:00:06.717,CA,ON,Windsor,42.3159,-83.0311,POI1 or POI2,1616.926264715909
4521574,2017-06-21 00:00:02.637,CA,ON,Brantford,43.1508,-80.2094,POI1 or POI2,1369.590754420018
4521618,2017-06-21 15:00:02.670,CA,ON,Cambridge,43.3653,-80.3066,POI1 or POI2,1370.995279253926
4521978,2017-06-21 13:00:03.117,CA,ON,London,42.9529,-81.3239,POI1 or POI2,1462.6565270761607
4522296,2017-06-21 09:00:05.040,CA,ON,Goderich,43.7479,-81.702,POI1 or POI2,1470.1220191478074
4522487,2017-06-21 10:00:05.290,CA,ON,Waterloo,43.4737,-80.5309,POI1 or POI2,1385.5578326208954
4522528,2017-06-21 13:00:05.593,CA,ON,Woodstock,43.1327,-80.7449,POI1 or POI2,1411.9654549980498
4522656,2017-06-21 07:00:05.923,CA,ON,Waterloo,43.499,-80.5063,POI1 or POI2,1382.9527051637383
4522855,2017-06-21 12:00:02.177,CA,ON,Kitchener,43.4134,-80.496,POI1 or POI2,1384.471965554947
4523439,2017-06-21 19:00:04.027,CA,ON,Guelph,43.5544,-80.2969,POI1 or POI2,1365.0979432046227
4523593,2017-06-21 17:00:04.813,CA,ON,Cambridge,43.3677,-80.338,POI1 or POI2,1373.3833331323153
4524024,2017-06-21 18:00:06.050,CA,ON,Cambridge,43.4471,-80.0828,POI1 or POI2,1351.2338226954807
4524225,2017-06-21 22:00:06.340,CA,ON,Woodstock,43.13375,-80.74328,POI1 or POI2,1411.8076631421932
4524358,2017-06-21 03:00:06.810,CA,ON,London,42.9832,-81.2847,POI1 or POI2,1458.6603221137339
4524446,2017-06-21 21:00:07.040,CA,ON,Kitchener,43.391,-80.441,POI1 or POI2,1380.7892186043357
4524506,2017-06-21 18:00:07.080,CA,ON,Kitchener,43.4233,-80.5383,POI1 or POI2,1387.5083656311892
4524580,2017-06-21 17:00:07.133,CA,ON,Kitchener,43.4284,-80.4311,POI1 or POI2,1378.984251886681
4524844,2017-06-21 21:00:07.133,CA,ON,Windsor,42.3265,-82.9119,POI1 or POI2,1607.2566849455613
4524928,2017-06-21 01:00:04.910,CA,ON,Kitchener,43.44144,-80.50167,POI1 or POI2,1384.1471811550439
4524947,2017-06-21 00:00:06.163,CA,ON,Kitchener,43.4306,-80.4877,POI1 or POI2,1383.3507642200695
4525025,2017-06-21 19:00:06.807,CA,ON,Sarnia,42.9864,-82.3638,POI1 or POI2,1542.909567883714
4525101,2017-06-21 09:00:07.253,CA,SK,Saskatoon,52.1225,-106.72488,POI1 or POI2,3230.179272052699
4525142,2017-06-21 08:00:08.273,CA,ON,Brampton,43.78,-79.74,POI1 or POI2,1315.7786984363374
4525216,2017-06-21 01:00:07.037,CA,ON,Kitchener,43.4631,-80.4493,POI1 or POI2,1379.4618187865437
4525382,2017-06-21 21:00:07.123,CA,ON,Windsor,42.3297,-82.9482,POI1 or POI2,1609.977505610563
4525479,2017-06-21 10:00:14.537,CA,AB,Edmonton,53.42688,-113.47175,POI1 or POI2,3668.9389364610824
4525589,2017-06-21 07:00:20.893,CA,AB,Calgary,51.1414,-114.076,POI1 or POI2,3746.5702848619744
4525612,2017-06-21 08:00:20.943,CA,AB,Edmonton,53.587,-113.441,POI1 or POI2,3664.9616184944575
4525800,2017-06-21 02:00:21.350,CA,ON,Ancaster,43.208,-79.9652,POI1 or POI2,1348.8242090271501
4525862,2017-06-21 10:00:21.457,CA,ON,Burlington,43.3889,-79.7682,POI1 or POI2,1328.24586811273
4525869,2017-06-21 03:00:21.503,CA,AB,Edmonton,53.61601,-113.45364,POI1 or POI2,3665.4441134774584
4526024,2017-06-21 13:00:21.617,CA,AB,Calgary,51.0419,-114.2,POI1 or POI2,3757.0772423758376
4526111,2017-06-21 13:00:21.643,CA,AB,Lethbridge,49.6994,-112.822,POI1 or POI2,3689.920036036387
4526136,2017-06-21 18:00:21.750,CA,ON,Burlington,43.332,-79.807,POI1 or POI2,1332.880823972229
4526210,2017-06-21 06:00:22.823,CA,ON,Brampton,43.7796,-79.7681,POI1 or POI2,1317.9874238308018
4526284,2017-06-21 01:00:20.670,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,644.820808016475
4526337,2017-06-21 18:00:21.257,CA,ON,Mississauga,43.5414,-79.6824,POI3,1317.3770705916588
4526420,2017-06-21 01:00:21.557,CA,AB,Calgary,50.9722,-114.062,POI1 or POI2,3749.002856820418
4526443,2017-06-21 07:00:21.727,CA,AB,Calgary,50.93982,-114.03211,POI1 or POI2,3747.6037759981614
4526505,2017-06-21 03:00:21.950,CA,ON,North York,43.787,-79.4169,POI1 or POI2,1290.3245615052524
4526695,2017-06-21 13:00:21.477,CA,ON,Etobicoke,43.69971,-79.53618,POI1 or POI2,1301.8304030893453
4526775,2017-06-21 03:00:21.563,CA,AB,Rocky Mountain House,52.38629,-114.92294,POI1 or POI2,3780.8564808433416
4526865,2017-06-21 06:00:22.377,CA,ON,Mississauga,43.5812,-79.6323,POI1 or POI2,1312.4054776865712
4526950,2017-06-21 05:00:23.497,CA,AB,Calgary,50.9093,-114.1028,POI1 or POI2,3753.094535051176
4527101,2017-06-21 01:00:25.740,CA,ON,Toronto,43.6466,-79.4493,POI1 or POI2,1296.38937184903
4527148,2017-06-21 19:00:20.903,CA,AB,Airdrie,51.27979,-114.00324,POI1 or POI2,3738.8728193430356
4527192,2017-06-21 05:00:21.100,CA,ON,Toronto,43.6682,-79.4209,POI1 or POI2,1293.6133405508233
4527246,2017-06-21 15:00:21.527,CA,AB,Edmonton,53.60494,-113.41719,POI1 or POI2,3663.1864847983175
4527267,2017-06-21 07:00:21.563,CA,AB,Calgary,51.17119,-114.1577,POI1 or POI2,3751.5821497320976
4527346,2017-06-21 06:00:23.430,CA,ON,Sudbury,46.5213,-80.947,POI1 or POI2,1375.190059754098
4527396,2017-06-21 15:00:25.867,CA,AB,Calgary,51.0494,-113.9564,POI1 or POI2,3740.1882973492775
4527441,2017-06-21 07:00:21.113,CA,ON,Burlington,43.375,-79.8434,POI1 or POI2,1334.512626225121
4527443,2017-06-21 04:00:21.377,CA,ON,Brampton,43.71144,-79.76698,POI1 or POI2,1319.5923563459737
4527536,2017-06-21 13:00:21.510,CA,AB,Edmonton,53.5105,-113.37,POI1 or POI2,3661.221962663279
4527537,2017-06-21 13:00:21.667,CA,AB,Brooks,50.58495,-111.89101,POI1 or POI2,3606.4332253188213
4527556,2017-06-21 03:00:22.960,CA,ON,Mississauga,43.72139,-79.64403,POI1 or POI2,1309.722711803299
4527583,2017-06-21 02:00:24.580,CA,AB,Edmonton,53.4398,-113.53742,POI1 or POI2,3673.0973161704533
4527587,2017-06-21 17:00:25.100,CA,AB,Calgary,51.0876,-114.0214,POI1 or POI2,3743.8920761714735
4527628,2017-06-21 13:00:26.057,CA,ON,Thunder Bay,48.3738,-89.2779,POI1 or POI2,2001.8718724302048
4527720,2017-06-21 09:00:26.090,CA,ON,North York,43.7576,-79.461,POI1 or POI2,1294.4997242653985
4527727,2017-06-21 09:00:23.617,CA,AB,Edmonton,53.4564,-113.521,POI1 or POI2,3671.8100781752437
4527807,2017-06-21 09:00:25.370,CA,ON,North York,43.76164,-79.50135,POI1 or POI2,1297.5568527140604
4527830,2017-06-21 18:00:26.080,CA,QC,Saint-Laurent,45.5057,-73.6814,POI3,815.7985291697514
4527882,2017-06-21 15:00:26.250,CA,ON,Dundas,43.2649,-79.9555,POI3,1346.4076141186115
4527967,2017-06-21 10:00:26.193,CA,ON,Toronto,43.6769,-79.3784,POI3,1290.066574704863
4528009,2017-06-21 02:00:27.963,CA,AB,Calgary,51.0823,-113.9578,POI1 or POI2,3739.629576464719
4528078,2017-06-21 16:00:28.770,CA,ON,Burlington,43.34442,-79.79248,POI1 or POI2,1331.3940004567824
4528166,2017-06-21 10:00:26.063,CA,AB,Calgary,50.9412,-114.114,POI1 or POI2,3753.212433482933
4528260,2017-06-21 17:00:28.883,CA,BC,Coquitlam,49.2368,-122.8804,POI1 or POI2,4405.133157470629
4528350,2017-06-21 16:00:29.263,CA,QC,Montréal,45.5884,-73.5641,POI3,806.4824126355683
4528470,2017-06-21 04:00:26.093,CA,ON,Scarborough,43.7997,-79.3209,POI3,1282.5022006321449
4528557,2017-06-21 03:00:26.147,CA,AB,Calgary,50.8965,-114.08,POI1 or POI2,3751.7868399800295
4528651,2017-06-21 12:00:28.960,CA,AB,Edmonton,53.4688,-113.508,POI1 or POI2,3670.8012412117423
4528676,2017-06-21 01:00:28.277,CA,AB,Calgary,51.133,-113.856,POI1 or POI2,3731.6394514995923
4528678,2017-06-21 12:00:29.040,CA,AB,Edmonton,53.54813,-113.59428,POI1 or POI2,3675.48825201381
4528767,2017-06-21 19:00:29.483,CA,ON,Markham,43.8601,-79.3341,POI1 or POI2,1282.0768109942353
4528809,2017-06-21 02:00:31.280,CA,AB,Spruce Grove,53.54628,-113.88183,POI1 or POI2,3694.376897419822
4528850,2017-06-21 04:00:29.240,CA,AB,Calgary,51.15648,-114.07926,POI1 or POI2,3746.4951253898994
4529001,2017-06-21 19:00:29.943,CA,ON,Markham,43.8412,-79.3262,POI1 or POI2,1281.911372420012
4529076,2017-06-21 07:00:33.240,CA,AB,Bonnyville,54.26948,-110.72649,POI1 or POI2,3481.794221091021
4529149,2017-06-21 01:00:29.693,CA,ON,Mississauga,43.56864,-79.63094,POI1 or POI2,1312.6301163274195
4529202,2017-06-21 07:00:34.350,CA,AB,Edmonton,53.5327,-113.626,POI1 or POI2,3677.760315631526
4529220,2017-06-21 12:00:33.037,CA,AB,Leduc,53.2668,-113.552,POI1 or POI2,3676.271715601115
4529367,2017-06-21 10:00:32.690,CA,AB,Edmonton,53.55848,-113.49825,POI1 or POI2,3669.060687928184
4529554,2017-06-21 22:00:35.983,CA,ON,Concord,43.81264,-79.50514,POI1 or POI2,1296.603768439327
4529643,2017-06-21 01:00:36.750,CA,AB,Calgary,50.8921,-113.97745,POI1 or POI2,3744.8119473638053
4529710,2017-06-21 17:00:35.977,CA,QC,Quebec,46.84495,-71.42651,POI3,656.8962503342552
4529735,2017-06-21 21:00:36.163,CA,ON,Lindsay,44.357,-78.7405,POI3,1224.8947907511483
4529862,2017-06-21 01:00:36.740,CA,AB,Calgary,51.04745,-114.1805,POI1 or POI2,3755.6253267855964
4529945,2017-06-21 12:00:36.797,CA,AB,Lethbridge,49.67346,-112.89122,POI1 or POI2,3695.378525285326
4530039,2017-06-21 02:00:36.950,CA,ON,Markham,43.85883,-79.29809,POI1 or POI2,1279.289199534893
4530051,2017-06-21 22:00:37.683,CA,ON,Oshawa,43.89029,-78.81588,POI1 or POI2,1240.807971748289
4530079,2017-06-21 02:00:38.040,CA,AB,Spruce Grove,53.56082,-113.88283,POI1 or POI2,3694.258343567777
4530158,2017-06-21 06:00:36.667,CA,ON,Brampton,43.7601,-79.73681,POI1 or POI2,1316.0190352287566
4530203,2017-06-21 19:00:36.690,CA,ON,North York,43.7224,-79.4454,POI1 or POI2,1294.156805719449
4530252,2017-06-21 16:00:36.783,CA,AB,Beaumont,53.34991,-113.40827,POI1 or POI2,3665.72496508536
4530326,2017-06-21 19:00:36.873,CA,AB,Calgary,51.0656,-114.063,POI1 or POI2,3747.188630399518
4530366,2017-06-21 20:00:37.027,CA,AB,Edmonton,53.58564,-113.39449,POI1 or POI2,3661.9275722886787
4530373,2017-06-21 13:00:38.707,CA,BC,Vancouver,49.24157,-123.09776,POI1 or POI2,4419.991102654242
4530411,2017-06-21 04:00:39.533,CA,ON,Thornhill,43.8395,-79.3831,POI1 or POI2,1286.4048215744674
4530503,2017-06-21 16:00:36.580,CA,AB,Calgary,50.8837,-114.0326,POI1 or POI2,3748.783853624551
4530595,2017-06-21 18:00:36.720,CA,AB,Calgary,51.07,-114.0297,POI1 or POI2,3744.813225435472
4530606,2017-06-21 18:00:36.890,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1 or POI2,3519.96963863434
4530743,2017-06-21 09:00:38.007,CA,AB,Calgary,50.8476,-114.1958,POI1 or POI2,3760.776074282398
4530820,2017-06-21 00:00:39.023,CA,NB,Moncton,46.1183,-64.7338,POI4,153.1094206136004
4530905,2017-06-21 04:00:39.110,CA,AB,Calgary,51.0412,-114.0762,POI1 or POI2,3748.5852683318312
4530921,2017-06-21 22:00:41.147,CA,ON,Yarmouth,42.7671,-81.1534,POI1 or POI2,1455.227958617663
4530927,2017-06-21 15:00:38.390,CA,AB,Fort Mcmurray,56.7141,-111.38,POI1 or POI2,3516.4175402664296
4531063,2017-06-21 21:00:38.677,CA,QC,Victoriaville,46.0672,-71.9596,POI3,684.0336710048451
4531193,2017-06-21 11:00:39.317,CA,AB,Calgary,51.04176,-113.99981,POI1 or POI2,3743.324361769546
4531255,2017-06-21 08:00:39.990,CA,ON,North York,43.7677,-79.4126,POI1 or POI2,1290.4629731585271
4531268,2017-06-21 07:00:41.213,CA,ON,Concord,43.8031,-79.49185,POI1 or POI2,1295.7958051248797
4531295,2017-06-21 22:00:36.547,CA,ON,Cobourg,43.9645,-78.1712,POI1 or POI2,1188.6309166142835
4531337,2017-06-21 14:00:36.637,CA,ON,Toronto,43.71171,-79.46788,POI1 or POI2,1296.1842419522923
4531373,2017-06-21 16:00:36.727,CA,AB,Calgary,51.1581,-113.938,POI1 or POI2,3736.7740186925103
4531598,2017-06-21 21:00:39.477,CA,ON,Cambridge,43.39914,-80.32011,POI1 or POI2,1371.1102577907698
4531631,2017-06-21 20:00:38.690,CA,ON,Burlington,43.303,-79.7988,POI1 or POI2,1333.0673058805876
4531653,2017-06-21 21:00:41.183,CA,ON,Ingersoll,43.0467,-80.8717,POI1 or POI2,1424.4559485753775
4531745,2017-06-21 15:00:41.317,CA,ON,Markham,43.90594,-79.25172,POI1 or POI2,1274.5451678197817
4531798,2017-06-21 21:00:39.847,CA,AB,St Albert,53.62972,-113.58817,POI1 or POI2,3674.0950126100292
4531843,2017-06-21 09:00:41.677,CA,AB,Red Deer,52.2651,-113.794,POI1 or POI2,3707.1055069145677
4531849,2017-06-21 21:00:42.660,CA,ON,Granton,43.20317,-81.22517,POI1 or POI2,1447.4378298199547
4531954,2017-06-21 22:00:45.370,CA,AB,Sherwood Park,53.528,-113.2512,POI1 or POI2,3653.208871679131
4532007,2017-06-21 01:00:43.160,CA,AB,Beaumont,53.35872,-113.4055,POI1 or POI2,3665.431348210644
4532091,2017-06-21 18:00:44.100,CA,AB,Duchess,50.73108,-111.91317,POI1 or POI2,3605.2391941577084
4532186,2017-06-21 03:00:45.323,CA,AB,Edmonton,53.41541,-113.4178,POI1 or POI2,3665.5317039896668
4532249,2017-06-21 10:00:47.003,CA,QC,Drummondville,45.865,-72.5036,POI3,724.6027161178106
4532274,2017-06-21 20:00:43.350,CA,BC,Surrey,49.13399,-122.88482,POI1 or POI2,4408.923244643767
4532333,2017-06-21 20:00:44.560,CA,ON,Scarborough,43.682,-79.2801,POI1 or POI2,1282.2472205454924
4532470,2017-06-21 04:00:43.353,CA,AB,Calgary,51.0475,-114.068,POI1 or POI2,3747.895183725992
4532563,2017-06-21 14:00:44.190,CA,SK,Coronach,49.1124,-105.52416,POI1 or POI2,3181.86123935493
4532586,2017-06-21 22:00:46.750,CA,ON,Sudbury,46.47964,-81.05822,POI1 or POI2,1383.7426675410265
4532616,2017-06-21 01:00:44.500,CA,ON,Toronto,43.6459,-79.3857,POI1 or POI2,1291.432706020332
4532853,2017-06-21 12:00:45.873,CA,AB,Calgary,51.0571,-114.077,POI1 or POI2,3748.320777540564
4532884,2017-06-21 05:00:48.820,CA,ON,Latchford,47.3253,-79.81163,POI1 or POI2,1292.0397283654345
4532909,2017-06-21 19:00:49.767,CA,AB,Edmonton,53.6313,-113.5245,POI1 or POI2,3669.904972770233
4532991,2017-06-21 11:00:50.153,CA,AB,Calgary,50.95738,-114.22057,POI1 or POI2,3760.2143059572186
4533231,2017-06-21 18:00:51.177,CA,ON,Mississauga,43.5769,-79.6283,POI1 or POI2,1312.205799550458
4533374,2017-06-21 10:00:47.877,CA,ON,North York,43.73486,-79.45085,POI1 or POI2,1294.2712650684098
4533548,2017-06-21 18:00:51.357,CA,ON,North York,43.7613,-79.4885,POI1 or POI2,1296.5598237042236
4533776,2017-06-21 18:00:51.230,CA,ON,Toronto,43.64544,-79.39649,POI1 or POI2,1292.2885348683035
4533843,2017-06-21 20:00:51.797,CA,AB,Sherwood Park,53.5263,-113.287,POI1 or POI2,3655.580352116204
4533995,2017-06-21 22:00:53.013,CA,SK,Prince Albert,53.23738,-105.45485,POI1 or POI2,3139.6048388772992
4534008,2017-06-21 07:00:53.840,CA,AB,Sherwood Park,53.51803,-113.29858,POI1 or POI2,3656.4398348001228
4534272,2017-06-21 16:00:53.187,CA,ON,Mississauga,43.6046,-79.6729,POI1 or POI2,1314.9681568151952
4534273,2017-06-21 13:00:53.693,CA,QC,Montréal-Nord,45.6168,-73.61798,POI3,810.6309759166658
4534285,2017-06-21 22:00:54.023,CA,ON,Perth,44.9049,-76.2594,POI3,1021.9486270723417
4534309,2017-06-21 01:00:54.967,CA,ON,Toronto,43.7068,-79.3991,POI3,1290.9271658075108
4534383,2017-06-21 00:00:55.217,CA,AB,Fort Mcmurray,56.74308,-111.47651,POI1 or POI2,3522.3200512033814
4534410,2017-06-21 16:00:55.410,CA,QC,Pierrefonds,45.4556,-73.9201,POI3,834.5622593981849
4534440,2017-06-21 01:00:52.593,CA,AB,Calgary,51.03874,-113.9856,POI1 or POI2,3742.4081755659818
4534602,2017-06-21 22:00:57.120,CA,AB,Red Deer,52.2529,-113.807,POI1 or POI2,3708.179208321832
4534641,2017-06-21 15:00:52.747,CA,AB,Edmonton,53.4593,-113.4145,POI1 or POI2,3664.7714428214977
4534704,2017-06-21 11:00:55.003,CA,AB,Spruce Grove,53.5562,-113.93564,POI1 or POI2,3697.780072174737
4534788,2017-06-21 03:00:56.117,CA,AB,Derwent,53.73779,-110.72429,POI1 or POI2,3485.3063580811618
4534995,2017-06-21 19:00:53.547,CA,ON,Gananoque,44.34061,-76.19576,POI3,1026.0467194195153
4535091,2017-06-21 11:00:54.177,CA,AB,Calgary,51.049,-113.9622,POI1 or POI2,3740.5948757515316
4535155,2017-06-21 02:00:54.937,CA,NB,Fredericton,45.9346,-66.6323,POI4,275.9002525451718
4535192,2017-06-21 05:00:55.120,CA,ON,Burlington,43.41318,-79.81299,POI4,1331.0717057579993
4535228,2017-06-21 20:00:57.097,CA,ON,Toronto,43.6666,-79.3823,POI4,1290.6348812578244
4535473,2017-06-21 19:00:55.223,CA,BC,Prince George,53.9448,-122.752,POI1 or POI2,4262.264620013847
4535605,2017-06-21 08:00:55.640,CA,ON,Newmarket,44.0587,-79.4591,POI1 or POI2,1287.2992321695938
4535665,2017-06-21 08:00:56.740,CA,ON,Brampton,43.6656,-79.747,POI1 or POI2,1319.1904136185829
4535717,2017-06-21 22:00:58.363,CA,BC,Vancouver,49.2501,-123.038,POI1 or POI2,4415.573507636242
4535757,2017-06-21 21:00:57.023,CA,AB,Calgary,51.1264,-114.1419,POI1 or POI2,3751.389726296784
4535779,2017-06-21 03:00:58.987,CA,QC,Montréal,45.5047,-73.5558,POI3,806.0229212393596
4535817,2017-06-21 19:00:59.310,CA,AB,Red Deer,52.2722,-113.83,POI1 or POI2,3709.411433424859
4535906,2017-06-21 03:01:00.607,CA,ON,Whitby,43.8866,-78.975,POI1 or POI2,1253.3462991940414
4535967,2017-06-21 11:01:00.950,CA,AB,Calgary,51.0378,-114.08,POI1 or POI2,3748.914809649391
4536056,2017-06-21 17:00:58.717,CA,AB,Red Deer,52.2468,-113.788,POI1 or POI2,3707.0002841203127
4536145,2017-06-21 22:01:01.837,CA,AB,Leduc,53.2617,-113.549,POI1 or POI2,3676.1403338345704
4536237,2017-06-21 05:00:59.180,CA,ON,Newmarket,44.039,-79.4724,POI1 or POI2,1288.7765281032569
4536623,2017-06-21 07:01:05.217,CA,AB,Calgary,50.9505,-113.947,POI1 or POI2,3741.528201963693
4536740,2017-06-21 02:01:06.343,CA,ON,Kingston,44.2308,-76.4966,POI3,1051.782833069565
4536827,2017-06-21 00:01:06.527,CA,ON,Oshawa,43.90635,-78.87251,POI3,1244.8604523869692
4536873,2017-06-21 01:01:07.147,CA,NS,Elmsdale,44.97537,-63.49725,POI4,34.626391684589514
4536975,2017-06-21 15:01:07.927,CA,QC,Alma,48.54054,-71.65407,POI3,737.5568002688633
4536993,2017-06-21 08:01:04.883,CA,AB,Cold Lake,54.4792,-110.203,POI1 or POI2,3446.8344151837377
4537042,2017-06-21 17:01:06.357,CA,ON,Thunder Bay,48.4527,-89.2162,POI1 or POI2,1997.3847933744962
4537116,2017-06-21 12:01:06.507,CA,ON,Toronto,43.6552,-79.4468,POI1 or POI2,1295.9725629875006
4537119,2017-06-21 06:01:06.800,CA,QC,Montréal,45.47181,-73.60477,POI3,809.9395183831801
4537157,2017-06-21 03:01:06.397,CA,ON,Barrie,44.3572,-79.6929,POI3,1299.4141530209922
4537240,2017-06-21 02:01:06.517,CA,ON,Pembroke,45.7466,-77.2047,POI3,1088.6883678160411
4537310,2017-06-21 04:01:06.937,CA,AB,Calgary,50.9316,-114.096,POI1 or POI2,3752.1696497219564
4537357,2017-06-21 10:01:06.983,CA,AB,Calgary,50.9632,-114.082,POI1 or POI2,3750.561744655076
4537426,2017-06-21 16:01:07.823,CA,ON,Mississauga,43.56962,-79.66056,POI1 or POI2,1314.920813653825
4537577,2017-06-21 09:01:04.903,CA,AB,Edmonton,53.4104,-113.517,POI1 or POI2,3672.123156450597
4537648,2017-06-21 11:01:06.560,CA,AB,Sherwood Park,53.5449,-113.318,POI1 or POI2,3657.3939709089705
4537670,2017-06-21 16:01:06.910,CA,AB,Calgary,50.9583,-114.068,POI1 or POI2,3749.698057635773
4537777,2017-06-21 22:01:06.977,CA,AB,Canmore,51.0876,-115.3461,POI1 or POI2,3834.740827625762
4537804,2017-06-21 14:01:07.413,CA,ON,Oshawa,43.8894,-78.8766,POI1 or POI2,1245.580255405525
4537923,2017-06-21 03:01:08.283,CA,ON,Mississauga,43.57717,-79.65677,POI1 or POI2,1314.4253709282132
4538007,2017-06-21 18:01:06.830,CA,ON,Brampton,43.7694,-79.7643,POI1 or POI2,1317.9407619923195
4538111,2017-06-21 08:01:07.030,CA,ON,Richmond Hill,43.8939,-79.4375,POI1 or POI2,1289.3672231371447
4538202,2017-06-21 05:01:07.100,CA,AB,Calgary,51.0829,-114.095,POI1 or POI2,3749.0399274256088
